claim_id,paper_location,claim_text_or_value,source_file,line_or_key_or_cell,commit,producing_script_and_command,status,draft_value,correction_id
M152,macro \ablMeanNonOOV,90.36 $\pm$ 0.39,results/ablation/expansion_mean_init-seed42..46.json,metrics.non_oov_accuracy,1e56e55,python3 scripts/make_paper_artifacts.py,VERIFIED,,
M153,macro \ablMeanDelta,+0.59,results/table5_ablation.csv,expansion_mean_init Delta (from unrounded means),1e56e55,python3 scripts/make_paper_artifacts.py,CORRECTED,+2.3,T5-6
M154,macro \ablMeanDeltaAbs,0.59,magnitude,of the difference above,1e56e55,python3 scripts/make_paper_artifacts.py,VERIFIED,,
M155,macro \ablFull,95.66 $\pm$ 0.09,results/table5_ablation.csv,full_vexmlm,1e56e55,python3 scripts/make_paper_artifacts.py,CORRECTED,98.2,T5-4
M156,macro \ablFullNonOOV,94.12 $\pm$ 0.14,results/ablation/full_vexmlm-seed42..46.json,metrics.non_oov_accuracy,1e56e55,python3 scripts/make_paper_artifacts.py,CORRECTED,98.2 (Table 3),T3-3
M157,macro \ablFullDelta,+8.02,results/table5_ablation.csv,full_vexmlm Delta (from unrounded means),1e56e55,python3 scripts/make_paper_artifacts.py,CORRECTED,+7.1,T5-7
M158,macro \ablFullDeltaAbs,8.02,magnitude,of the difference above,1e56e55,python3 scripts/make_paper_artifacts.py,VERIFIED,,
M159,macro \ablFullVsBase,+1.09,full_vexmlm,"- xlmr_baseline, unrounded means",1e56e55,python3 scripts/make_paper_artifacts.py,VERIFIED,,
M160,macro \oovGainTir,+1.09,full_vexmlm,"- xlmr_baseline mean oov_accuracy, unrounded",1e56e55,python3 scripts/make_paper_artifacts.py,CORRECTED,+11.4,T3-5
M161,macro \nonOOVGainTir,+0.85,full_vexmlm,"- xlmr_baseline mean non_oov_accuracy, unrounded",1e56e55,python3 scripts/make_paper_artifacts.py,CORRECTED,+2.1,T3-5
M162,macro \ablOOVTypes,"3{,}491",results/ablation/full_vexmlm-seed42.json,oov_word_types,1e56e55,python3 scripts/make_paper_artifacts.py,VERIFIED,,
M163,macro \ablWordTypes,"4{,}677",results/ablation/full_vexmlm-seed42.json,word_types,1e56e55,python3 scripts/make_paper_artifacts.py,VERIFIED,,
L001,paper/Sections/01_intro.tex,500 (pretraining over 500+ languages),ImaniGooghari et al. (2023),,1e56e55,,EXTERNAL,,
L002,paper/Sections/02_related.tex,4 (4th century CE inscriptions),cited source flagged CHECK-CITATION,,1e56e55,,EXTERNAL,,
L003,paper/Sections/02_related.tex,"511 (Glot500-m, 511 languages)",ImaniGooghari et al. (2023),,1e56e55,,EXTERNAL,,
L004,paper/Sections/03_proposed.tex,100 (XLM-R pretraining languages),Conneau et al. (2020),,1e56e55,,EXTERNAL,,
L005,paper/Sections/05_result_eval.tex,100 (languages supported by the base model),Conneau et al. (2020),,1e56e55,,EXTERNAL,,
L006,paper/Sections/04_experiment.tex,512 (XLM-R maximum input length (514 position embeddings incl. 2 offset positions)),checkpoints/vexmlm-stage1-spm/config.json max_position_embeddings,,1e56e55,,VERIFIED,,
L007,paper/Sections/04_experiment.tex,128 (QA sliding-window stride),configs/base.yaml qa.doc_stride,,1e56e55,,VERIFIED,,
L008,paper/Sections/04_experiment.tex,256 (sequence limit),configs/base.yaml pretraining/finetuning.max_seq_length,,1e56e55,,VERIFIED,,
L009,paper/Sections/05_result_eval.tex,256 (sequence limit),configs/base.yaml max_seq_length,,1e56e55,,VERIFIED,,
L010,paper/Sections/04_experiment.tex,12 (layers / attention heads),checkpoints/vexmlm-stage1-spm/config.json num_hidden_layers / num_attention_heads,,1e56e55,,VERIFIED,,
L011,paper/Sections/04_experiment.tex,768 (hidden size),checkpoints/vexmlm-stage1-spm/config.json hidden_size,,1e56e55,,VERIFIED,,
L012,paper/Sections/04_experiment.tex,1 (layer-norm epsilon 1e-5),checkpoints/vexmlm-stage1-spm/config.json layer_norm_eps,,1e56e55,,VERIFIED,,
L013,paper/Sections/04_experiment.tex,42 (seeds 42-46),results/spm_stage2/*-seed42..46.json,,1e56e55,,VERIFIED,,
L014,paper/Sections/04_experiment.tex,46 (seeds 42-46),results/spm_stage2/*-seed42..46.json,,1e56e55,,VERIFIED,,
L015,paper/Sections/04_experiment.tex,10 (min line length 10 chars; 80:10:10 split),configs/base.yaml tokenizer.min_sentence_length; datasets/registry.py TIGQA notes,,1e56e55,,VERIFIED,,
L016,paper/Sections/04_experiment.tex,50 (min 50% Ge'ez characters),configs/base.yaml tokenizer.min_ethiopic_ratio,,1e56e55,,VERIFIED,,
L017,paper/Sections/04_experiment.tex,2 (2% development split; Stage 2; models 2-4),datasets/prepare.py --dev-fraction default 0.02,,1e56e55,,VERIFIED,,
L018,paper/Sections/04_experiment.tex,1 (1% Stage 1 validation split),pretraining/run_mlm.py --val-fraction default 0.01; stage1_spm_data.log.txt,,1e56e55,,VERIFIED,,
L019,paper/Sections/04_experiment.tex,80 (TIGQA 80:10:10 split),datasets/registry.py TIGQA notes,,1e56e55,,VERIFIED,,
L020,paper/Sections/04_experiment.tex,14 (AfriSenti covers 14 languages),Muhammad et al. (2023); results/multilingual_evaluation/aggregated/language_coverage.csv,,1e56e55,,EXTERNAL,,
L021,paper/Sections/04_experiment.tex,395 (Glot500 parameters),ImaniGooghari et al. (2023),,1e56e55,,EXTERNAL,,
L022,paper/Sections/04_experiment.tex,"400 (Glot500 vocabulary (tokenizer: 401,145))",ImaniGooghari et al. (2023),,1e56e55,,EXTERNAL,,
L023,paper/Sections/XX_appendix.tex,42 (XLM-R baseline seed),results/baselines/xlmr_seed42/*/results.json seed,,1e56e55,,VERIFIED,,
L024,paper/Sections/05_result_eval.tex,42 (XLM-R baseline seed),results/baselines/xlmr_seed42/*/results.json seed,,1e56e55,,VERIFIED,,
